tau,Dm_in,Dch_in,Lch_in,Dch_l,Dch_k,Dm_l,Dm_K
"[3.85936968e+02 3.39985249e-02 3.03805692e-03 3.99791492e-02
 3.63552432e-03 3.92222378e-03 6.76379721e-02 4.93317437e-02]","[3.99942956e+02 3.00145857e-02 2.09020066e-03 4.90628431e-02
 2.69896381e-03 2.91843812e-03 3.00119031e-02 3.00030817e-02]","[3.99942956e+02 3.00145857e-02 2.09020066e-03 4.90592537e-02
 2.69896381e-03 2.91843812e-03 3.00119031e-02 3.00030817e-02]","[3.99942956e+02 3.00200487e-02 2.09020066e-03 4.99700210e-02
 2.69896381e-03 2.91843812e-03 3.00123695e-02 3.00030817e-02]","[3.99943196e+02 3.00145874e-02 2.09039057e-03 4.90591713e-02
 2.69896381e-03 2.91843812e-03 3.00119031e-02 3.00030661e-02]","[3.99948961e+02 3.00145874e-02 2.09174468e-03 4.95515041e-02
 2.69896381e-03 2.91843812e-03 3.00123885e-02 3.00034132e-02]","[3.99998618e+02 3.00145363e-02 2.00441316e-03 4.96832661e-02
 2.06994845e-03 2.22997696e-03 3.00181361e-02 3.00035520e-02]","[3.99998825e+02 3.00145363e-02 2.00441316e-03 4.96832661e-02
 2.06994845e-03 2.22997696e-03 3.00181361e-02 3.00035520e-02]"
